,Project Code,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Line Item Insurance (USD),Scheduled Delivery Date Year,Scheduled Delivery Date Month,Scheduled Delivery Date Day,Delivered to Client Date Year,Delivered to Client Date Month,Delivered to Client Date Day,Delivery Recorded Date Year,Delivery Recorded Date Month,Delivery Recorded Date Day
6460,151-NG-T30,Nigeria,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,200000,484000.0,2.42,0.04,"Strides, Bangalore, India.",1,678.57,2012,11,6,2012,11,6,2012,11,6
6461,114-UG-T30,Uganda,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,125014,1658935.78,13.27,0.44,Mylan (formerly Matrix) Nashik,1,2325.83,2012,12,31,2012,11,19,2012,11,19
6462,114-UG-T30,Uganda,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,26432,141675.52,5.36,0.18,Hetero Unit III Hyderabad IN,1,198.63,2012,12,10,2012,11,19,2012,11,19
6463,111-MZ-T30,Mozambique,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,97516,945905.2,9.7,0.16,Hetero Unit III Hyderabad IN,1,1326.16,2013,1,11,2013,1,11,2013,1,11
6464,102-ZW-T30,Zimbabwe,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,188201,1008757.36,5.36,0.18,Hetero Unit III Hyderabad IN,1,1414.28,2012,12,21,2012,12,11,2012,12,11
6465,103-ZW-T30,Zimbabwe,PMO - US,1,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,20451,47037.3,2.3,0.04,"Cipla, Goa, India",1,65.95,2012,12,14,2012,12,11,2012,12,11
6466,151-NG-T30,Nigeria,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,16870,40825.4,2.42,0.04,"Strides, Bangalore, India.",1,57.24,2012,12,4,2012,12,4,2012,12,4
6467,114-UG-T30,Uganda,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,13830,133044.6,9.62,0.16,Hetero Unit III Hyderabad IN,1,186.53,2013,2,1,2013,2,1,2013,2,1
6468,151-NG-T30,Nigeria,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,66637,357174.32,5.36,0.18,"Cipla, Kurkumbh, India",1,500.76,2012,11,30,2012,12,4,2012,12,4
6469,104-CI-T30,Côte d'Ivoire,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,14368,52299.52,3.64,0.12,"Strides, Bangalore, India.",1,73.32,2012,12,31,2012,12,6,2012,12,6
6470,104-CI-T30,Côte d'Ivoire,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,9767,52351.12,5.36,0.18,"Cipla, Kurkumbh, India",1,73.4,2013,1,10,2012,12,27,2012,12,27
6471,113-ZW-T30,Zimbabwe,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,15120,135626.4,8.97,0.15,"Cipla, Goa, India",1,190.15,2012,12,21,2012,12,13,2012,12,13
6472,114-UG-T30,Uganda,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,5580,26839.8,4.81,0.16,"Cipla, Kurkumbh, India",1,37.63,2013,2,2,2013,2,2,2013,2,2
6473,101-CD-T30,"Congo, DRC",PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,647,4703.69,7.27,0.12,Mylan (formerly Matrix) Nashik,1,5.82,2013,9,11,2013,9,11,2013,9,11
6474,101-CD-T30,"Congo, DRC",PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,2952,35748.72,12.11,0.4,Mylan (formerly Matrix) Nashik,0,44.22,2013,9,11,2013,9,11,2013,9,11
6475,102-ZW-T30,Zimbabwe,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,7867,57193.09,7.27,0.12,"Cipla, Goa, India",1,80.18,2013,2,11,2013,2,11,2013,2,11
6476,151-NG-T30,Nigeria,PMO - US,1,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,100000,638000.0,6.38,0.21,Mylan (formerly Matrix) Nashik,1,894.48,2013,2,11,2013,2,11,2013,2,11
6477,114-UG-T30,Uganda,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,7126,97554.94,13.69,0.46,Mylan (formerly Matrix) Nashik,1,136.77,2013,2,11,2013,3,7,2013,3,7
6478,104-CI-T30,Côte d'Ivoire,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,10000,47000.0,4.7,0.16,Hetero Unit III Hyderabad IN,1,65.89,2013,3,28,2013,2,28,2013,2,28
6479,104-CI-T30,Côte d'Ivoire,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,6500,30550.0,4.7,0.16,Hetero Unit III Hyderabad IN,1,42.83,2013,3,28,2013,2,28,2013,2,28
6480,114-UG-T30,Uganda,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,32298,72993.48,2.26,0.04,"Aurobindo Unit III, India",1,90.29,2013,4,4,2013,3,7,2013,3,7
6481,900-SS-T30,South Sudan,PMO - US,1,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2976,5803.2,1.95,0.01,"Aurobindo Unit III, India",1,7.18,2013,3,31,2013,3,22,2013,3,22
6482,151-NG-T30,Nigeria,PMO - US,1,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,33571,75870.46,2.26,0.04,Hetero Unit III Hyderabad IN,1,106.37,2013,3,15,2013,2,21,2013,2,21
6483,113-ZW-T30,Zimbabwe,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,15120,129729.6,8.58,0.14,"Aurobindo Unit III, India",1,181.88,2013,3,14,2013,3,14,2013,3,14
6484,113-ZW-T30,Zimbabwe,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,20160,244137.6,12.11,0.4,Mylan (formerly Matrix) Nashik,1,302.0,2013,3,15,2013,3,14,2013,3,14
6485,103-ZW-T30,Zimbabwe,PMO - US,1,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",Lamivudine/Stavudine,Generic,30/6mg,Chewable/dispersible tablet - FDC,60,7372,14006.8,1.9,0.03,"Cipla, Goa, India",1,19.64,2013,3,31,2013,3,14,2013,3,14
6486,103-ZW-T30,Zimbabwe,PMO - US,1,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,28220,64906.0,2.3,0.04,"Cipla, Goa, India",0,91.0,2013,3,31,2013,3,14,2013,3,14
6487,114-UG-T30,Uganda,PMO - US,1,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,1731,3912.06,2.26,0.04,Mylan (formerly Matrix) Nashik,1,4.84,2013,3,29,2013,3,6,2013,3,6
6488,106-HT-T30,Haiti,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,39936,132986.88,3.33,0.11,"Strides, Bangalore, India.",1,164.5,2013,4,9,2013,3,14,2013,3,14
6489,106-HT-T30,Haiti,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,192,775.68,4.04,0.13,Mylan (formerly Matrix) Nashik,0,0.96,2013,4,9,2013,3,14,2013,3,14
6490,151-NG-T30,Nigeria,PMO - US,1,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,31971,232429.17,7.27,0.12,Mylan (formerly Matrix) Nashik,1,325.87,2013,3,15,2013,2,21,2013,2,21
6491,151-NG-T30,Nigeria,PMO - US,1,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,42805,311192.35,7.27,0.12,"Cipla, Goa, India",0,436.29,2013,3,15,2013,2,21,2013,2,21
6492,151-NG-T30,Nigeria,PMO - US,1,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,105014,1437641.66,13.69,0.46,Mylan (formerly Matrix) Nashik,1,2015.57,2013,3,15,2013,2,21,2013,2,21
6493,113-ZW-T30,Zimbabwe,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,20160,244137.6,12.11,0.4,Mylan (formerly Matrix) Nashik,1,302.0,2013,7,31,2013,3,14,2013,3,14
6494,105-GY-T30,Guyana,PMO - US,1,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,200mg,Tablet,90,49,357.7,7.3,0.08,"Strides, Bangalore, India.",1,0.44,2013,4,18,2013,3,15,2013,3,15
6495,103-SS-T30,South Sudan,PMO - US,1,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,549,2278.35,4.15,0.07,Mylan (formerly Matrix) Nashik,1,2.82,2013,4,17,2013,4,23,2013,4,23
6496,102-ZW-T30,Zimbabwe,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,40320,488275.2,12.11,0.4,Mylan (formerly Matrix) Nashik,1,604.0,2013,7,31,2013,4,13,2013,4,13
6497,101-CD-T30,"Congo, DRC",PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,6362,43007.12,6.76,0.11,"Aurobindo Unit III, India",1,53.2,2013,11,27,2013,11,27,2014,1,22
6498,105-GY-T30,Guyana,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1927,13026.52,6.76,0.11,"Aurobindo Unit III, India",1,16.11,2013,4,18,2013,4,19,2013,4,19
6499,900-SS-T30,South Sudan,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,4560,30825.6,6.76,0.11,"Aurobindo Unit III, India",1,38.13,2013,4,30,2013,4,26,2013,4,26
6500,111-MZ-T30,Mozambique,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,17037,56733.21,3.33,0.11,"Strides, Bangalore, India.",1,70.18,2013,7,4,2013,7,4,2013,7,4
6501,102-BI-T30,Burundi,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,2208,18944.64,8.58,0.14,Hetero Unit III Hyderabad IN,1,23.43,2013,5,31,2013,5,23,2013,5,23
6502,114-UG-T30,Uganda,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1530,10006.2,6.54,0.11,"Aurobindo Unit III, India",1,12.38,2013,6,7,2013,6,7,2013,6,7
6503,103-SS-T30,South Sudan,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,1447,6800.9,4.7,0.16,"Aurobindo Unit VII, IN",1,8.41,2013,4,30,2013,4,24,2013,4,24
6504,114-UG-T30,Uganda,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,229285,2412078.2,10.52,0.35,Hetero Unit III Hyderabad IN,1,2983.74,2013,5,9,2013,5,7,2013,5,7
6505,111-MZ-T30,Mozambique,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,120000,1029600.0,8.58,0.14,"Aurobindo Unit III, India",1,1273.62,2013,8,1,2013,8,1,2013,8,1
6506,151-NG-T30,Nigeria,PMO - US,1,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,57227,129333.02,2.26,0.04,"Strides, Bangalore, India.",1,159.98,2013,5,21,2013,5,6,2013,5,6
6507,114-UG-T30,Uganda,PMO - US,1,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,475,1092.5,2.3,0.04,"Cipla, Goa, India",1,1.35,2013,6,28,2013,6,7,2013,6,7
6508,151-NG-T30,Nigeria,PMO - US,1,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,95000,214700.0,2.26,0.04,"Cipla, Goa, India",1,265.58,2013,5,21,2013,5,10,2013,5,10
6509,111-MZ-T30,Mozambique,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,170900,1466322.0,8.58,0.14,"Cipla, Goa, India",1,1813.84,2013,7,26,2013,7,26,2013,7,26
6510,110-ZM-T30,Zambia,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,3480,7864.8,2.26,0.04,"Cipla, Goa, India",1,9.73,2013,6,25,2013,6,7,2013,6,7
6511,109-TZ-T30,Tanzania,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,31000,401760.0,12.96,0.43,"Cipla, Goa, India",1,496.98,2013,5,31,2013,6,18,2013,6,18
6512,151-NG-T30,Nigeria,PMO - US,1,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,180000,1893600.0,10.52,0.35,Hetero Unit III Hyderabad IN,1,2342.38,2013,5,28,2013,5,28,2013,5,28
6513,151-NG-T30,Nigeria,PMO - US,1,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,13481,44891.73,3.33,0.11,"Aurobindo Unit III, India",1,55.53,2013,6,4,2013,5,29,2013,5,29
6514,901-CM-T30,Cameroon,PMO - US,1,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,19683,44483.58,2.26,0.04,"Strides, Bangalore, India.",1,55.03,2013,7,22,2013,7,14,2013,7,14
6515,901-CM-T30,Cameroon,PMO - US,1,N/A - From RDC,Air Charter,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,6246,43722.0,7.0,0.12,"Aurobindo Unit III, India",1,54.08,2013,7,22,2013,7,31,2013,7,31
6516,102-BI-T30,Burundi,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,4032,13426.56,3.33,0.11,"Aurobindo Unit III, India",1,16.61,2013,8,6,2013,8,23,2013,8,23
6517,109-TZ-T30,Tanzania,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,58920,505533.6,8.58,0.14,"Strides, Bangalore, India.",1,625.35,2013,8,29,2013,9,10,2013,9,10
6518,102-BI-T30,Burundi,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,225,508.5,2.26,0.04,Hetero Unit III Hyderabad IN,1,0.63,2013,8,6,2013,5,21,2014,11,18
6519,114-UG-T30,Uganda,PMO - US,1,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",Lamivudine/Stavudine,Generic,30/6mg,Chewable/dispersible tablet - FDC,60,372,706.8,1.9,0.03,"Cipla, Goa, India",1,0.87,2013,8,30,2013,8,10,2013,8,10
6520,101-CD-T30,"Congo, DRC",PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,10590,74130.0,7.0,0.12,Hetero Unit III Hyderabad IN,1,91.7,2013,8,27,2014,2,8,2014,3,11
6521,101-CD-T30,"Congo, DRC",PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,7404,77890.08,10.52,0.35,Hetero Unit III Hyderabad IN,0,96.35,2013,8,27,2014,2,8,2014,3,11
6522,109-TZ-T30,Tanzania,PMO - US,1,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,200mg,Tablet,90,6823,49807.9,7.3,0.08,"Strides, Bangalore, India.",1,61.61,2013,7,30,2013,8,15,2013,8,15
6523,111-MZ-T30,Mozambique,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,40250,134032.5,3.33,0.11,"Hetero, Jadcherla, unit 5, IN",1,165.8,2013,9,27,2013,9,27,2013,9,27
6524,113-ZW-T30,Zimbabwe,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,8599,187286.22,21.78,0.18,Mylan (formerly Matrix) Nashik,1,231.67,2013,9,18,2013,9,20,2013,9,20
6525,109-TZ-T30,Tanzania,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,12567,154574.1,12.3,0.41,"Aurobindo Unit VII, IN",1,191.21,2013,10,25,2013,10,1,2013,10,9
6526,104-CI-T30,Côte d'Ivoire,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,21158,153818.66,7.27,0.12,Mylan (formerly Matrix) Nashik,1,190.27,2013,9,30,2013,9,20,2013,9,20
6527,105-GY-T30,Guyana,PMO - US,1,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,200mg,Tablet,90,71,660.3,9.3,0.1,"Strides, Bangalore, India.",1,0.82,2013,9,30,2013,10,4,2013,10,22
6528,102-BI-T30,Burundi,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,6141,42987.0,7.0,0.12,"Cipla, Goa, India",1,53.17,2013,11,3,2013,11,5,2013,11,12
6529,102-BI-T30,Burundi,PMO - US,1,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,1344,11101.44,8.26,0.14,Hetero Unit III Hyderabad IN,0,13.73,2013,11,3,2013,11,5,2013,11,12
6530,113-ZW-T30,Zimbabwe,PMO - US,1,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,20160,224784.0,11.15,0.37,Mylan (formerly Matrix) Nashik,1,278.06,2013,9,30,2013,10,9,2013,10,18
6531,109-TZ-T30,Tanzania,PMO - US,1,N/A - From RDC,Truck,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,6097,14023.1,2.3,0.04,"Cipla, Goa, India",1,17.35,2013,10,31,2013,11,4,2013,11,6
